8.90,-3.57,3.80,-0.40,-1.10
9.81,-3.45,4.16,-0.46,-1.13
9.92,-2.86,4.55,-0.46,-1.13
9.30,-3.06,4.28,-0.51,-1.03
9.02,-3.26,4.31,-0.50,-0.98
8.79,-3.14,4.24,-0.47,-0.86
8.39,-3.26,4.35,-0.45,-0.71
8.28,-3.65,4.24,-0.44,-0.63
8.43,-3.22,4.43,-0.40,-0.49
8.16,-3.02,4.55,-0.39,-0.31
9.89,-4.43,5.06,-0.46,-0.24
11.38,-5.49,4.39,-0.51,-0.37
11.49,-3.22,4.47,-0.22,-0.22
11.18,-3.14,3.57,-0.12,-0.05
9.89,-2.00,3.18,0.13,0.30
8.79,-0.71,3.33,0.44,0.68
8.04,-2.71,2.94,0.84,1.16
8.98,-4.35,2.79,1.00,1.25
10.00,-3.14,3.18,1.16,1.25
9.89,-2.39,3.80,1.45,1.33
9.02,-3.06,3.14,1.56,1.37
9.14,-3.06,2.79,1.58,1.32
8.59,-2.79,2.55,1.56,1.21
7.96,-2.79,2.39,1.43,1.12
7.37,-3.30,2.20,1.28,1.02
6.98,-3.65,2.31,1.02,0.79
7.57,-3.69,2.55,0.68,0.46
8.28,-3.92,2.94,0.41,0.17
9.57,-3.92,3.22,-0.11,-0.34
10.75,-3.57,3.02,-0.61,-0.91
11.77,-2.75,3.49,-0.84,-1.24
11.18,-1.77,2.94,-1.14,-1.72
9.22,-0.24,2.55,-1.22,-1.78
8.12,0.00,2.55,-1.14,-1.52
9.92,-0.90,2.24,-1.11,-1.38
10.08,-0.59,2.24,-1.05,-1.30
8.83,-0.16,2.90,-0.95,-1.11
7.85,-0.67,2.98,-0.89,-1.02
6.98,-1.02,3.10,-0.79,-0.97
6.24,-1.37,3.37,-0.58,-0.86
6.20,-1.88,3.45,-0.44,-0.67
6.59,-3.14,3.53,-0.37,-0.58
7.14,-2.63,4.39,-0.18,-0.50
7.45,-2.43,4.86,-0.01,-0.25
8.75,-4.12,5.22,0.02,-0.03
10.08,-5.30,5.22,-0.01,0.13
11.81,-5.26,5.37,0.09,0.23
12.24,-3.30,5.49,0.27,0.40
13.26,-4.39,5.06,0.30,0.66
13.53,-3.84,4.08,0.53,0.89
12.16,-1.10,3.26,0.97,1.32
11.06,-2.12,2.43,1.42,1.88
11.18,-2.98,2.12,1.49,1.98
10.24,-1.33,2.75,1.62,1.98
7.96,-0.90,2.82,1.71,2.10
6.59,-1.88,2.71,1.65,2.16
6.00,-3.10,2.28,1.44,2.06
6.04,-3.45,2.04,1.21,1.73
6.20,-3.18,2.16,1.04,1.47
6.51,-2.86,2.00,0.77,1.03
6.75,-3.06,2.08,0.48,0.59
7.45,-3.41,2.24,0.23,0.26
9.14,-3.84,2.82,-0.26,-0.31
10.83,-3.96,2.79,-0.80,-1.02
10.00,-2.31,3.14,-1.05,-1.31
10.83,-2.47,3.73,-1.32,-1.60
11.49,-2.47,3.14,-1.50,-2.09
10.36,-0.08,3.26,-1.54,-2.03
10.12,0.31,3.80,-1.73,-1.75
11.77,-0.71,3.33,-1.82,-1.73
9.81,0.00,3.41,-1.53,-1.52
7.45,0.04,2.98,-1.10,-1.20
6.20,-0.24,2.82,-0.88,-1.03
5.49,-1.57,2.90,-0.64,-0.88
6.08,-2.71,3.41,-0.55,-0.84
6.98,-3.37,4.00,-0.52,-0.77
8.24,-3.61,4.86,-0.47,-0.64
9.41,-3.73,5.57,-0.32,-0.43
10.63,-4.28,5.53,-0.22,-0.27
11.38,-4.43,5.30,-0.06,-0.02
12.94,-4.20,5.69,0.11,0.30
15.14,-4.63,4.67,0.18,0.43
12.51,-2.16,3.92,0.67,0.77
10.47,-1.80,2.98,1.21,1.52
11.18,-3.92,2.28,1.31,1.72
10.94,-2.86,2.51,1.52,1.78
9.30,-0.86,3.02,1.82,2.05
7.61,-0.86,2.35,1.91,2.25
6.67,-1.77,1.92,1.94,2.47
6.35,-2.28,1.80,1.87,2.49
7.14,-2.47,2.20,1.70,2.31
6.90,-2.51,2.67,1.46,1.95
7.14,-3.10,2.86,1.24,1.59
7.85,-3.73,2.94,0.79,0.91
9.65,-4.39,3.30,0.16,0.10
10.20,-4.16,3.41,-0.32,-0.48
9.45,-2.75,3.10,-0.87,-1.07
9.96,-2.94,3.65,-1.26,-1.48
10.24,-2.67,2.82,-1.54,-1.93
10.04,0.16,3.57,-1.76,-2.00
10.28,0.16,4.00,-1.99,-1.91
11.06,-0.63,3.33,-2.12,-2.01
8.75,-0.24,3.22,-1.97,-1.86
6.79,-0.55,2.94,-1.67,-1.74
6.28,-0.78,3.06,-1.54,-1.64
6.28,-1.33,2.98,-1.34,-1.49
6.39,-2.94,3.10,-1.16,-1.35
6.86,-3.14,3.77,-0.98,-1.23
7.88,-2.86,4.63,-0.76,-0.98
8.94,-3.26,4.98,-0.60,-0.73
10.24,-4.59,4.94,-0.42,-0.42
11.38,-4.16,4.71,-0.18,-0.15
14.32,-4.67,5.81,-0.05,0.10
18.44,-5.33,2.86,-0.06,0.06
14.04,1.49,2.79,1.12,0.80
12.24,1.49,2.16,1.57,1.48
11.26,-2.47,1.26,1.52,1.87
11.89,-1.22,2.28,1.65,1.91
9.22,-0.27,2.67,1.95,2.05
6.47,-0.94,2.04,2.08,2.46
6.55,-2.47,1.26,1.99,2.61
6.67,-2.35,1.41,1.99,2.60
6.24,-2.08,2.20,1.93,2.50
8.08,-2.86,2.55,1.66,2.07
8.59,-3.14,2.51,1.46,1.66
8.39,-3.57,2.94,1.08,1.04
10.12,-4.43,3.26,0.68,0.51
9.69,-3.26,3.02,0.04,-0.25
9.57,-2.28,4.51,-0.49,-0.63
10.00,-3.80,3.73,-0.92,-1.18
9.65,-1.29,3.88,-1.35,-1.70
9.34,-0.24,4.12,-1.68,-1.66
10.63,-1.45,3.73,-1.89,-1.93
8.87,0.00,3.73,-2.06,-2.08
5.65,0.78,3.41,-1.87,-1.95
5.02,0.00,2.75,-1.68,-1.92
4.90,-1.33,2.28,-1.37,-1.80
5.37,-1.84,3.02,-1.06,-1.71
6.55,-2.08,4.39,-0.94,-1.54
8.75,-3.84,5.41,-0.67,-1.35
9.81,-7.10,6.20,-0.36,-0.89
10.04,-8.67,6.86,-0.31,-0.55
10.04,-7.06,8.24,-0.11,-0.12
9.45,-6.59,7.65,0.14,0.45
8.43,-7.69,6.55,0.22,0.84
8.08,-7.65,5.26,0.50,1.42
7.37,-3.88,5.49,0.94,1.97
9.02,-4.24,5.22,1.60,3.02
13.69,-8.59,5.77,2.08,3.80
20.01,-12.40,6.28,2.61,4.19
20.01,-12.59,5.49,3.24,4.53
15.38,-12.32,3.96,2.46,4.65
10.51,-9.81,4.08,1.77,4.25
7.61,-6.35,4.24,0.88,3.29
4.90,-3.22,2.47,0.12,2.36
3.10,0.12,0.39,-0.54,1.60
2.55,4.71,-2.47,-1.51,0.40
3.77,5.73,-4.12,-1.93,-0.38
3.49,4.39,-5.06,-2.03,-1.16
4.47,2.47,-4.16,-1.98,-2.38
5.92,1.10,-1.80,-1.69,-3.40
10.87,2.20,4.47,-1.59,-3.86
20.01,-7.34,10.20,-1.27,-4.46
20.01,-20.01,12.24,-0.41,-3.51
17.77,-19.34,11.02,0.13,-2.41
11.06,-16.28,10.20,0.56,-1.37
4.08,-11.02,8.55,0.61,-0.68
-0.82,-8.67,5.57,0.67,-0.31
-4.31,-6.47,3.73,0.65,0.33
-6.63,-3.10,1.96,0.73,0.97
-9.73,0.00,1.80,0.88,2.01
-7.57,2.08,2.90,0.95,2.15
-3.92,0.75,4.59,0.80,2.32
2.71,-6.63,4.00,0.77,2.87
4.75,-20.01,7.57,1.22,4.12
8.87,-20.01,8.63,1.20,4.34
17.97,-20.01,10.83,1.15,4.28
15.85,-20.01,9.22,0.64,4.13
10.63,-15.46,5.61,0.05,3.80
6.67,-9.65,2.47,-0.89,2.84
5.22,-3.06,0.63,-1.60,1.45
3.88,2.51,-3.49,-1.94,0.52
2.00,6.98,-5.49,-2.51,-0.62
3.96,6.35,-5.92,-2.92,-1.92
6.08,3.65,-5.33,-2.85,-2.72
8.36,1.84,-4.90,-2.36,-3.93
10.79,1.92,-0.24,-2.01,-4.63
20.01,-2.16,8.12,-2.32,-4.99
20.01,-20.01,15.53,-1.45,-4.16
20.01,-20.01,11.61,-0.93,-3.28
13.14,-16.04,9.45,0.29,-2.20
5.73,-7.73,8.75,0.50,-1.44
-1.49,-6.43,7.14,0.56,-1.08
-6.67,-6.83,4.67,0.62,-0.57
-9.06,-3.33,3.96,0.96,0.59
-9.49,-1.41,4.47,1.11,1.33
-5.37,-2.98,3.57,1.29,1.81
-2.16,-3.96,4.94,1.38,2.66
3.06,-3.77,9.22,1.88,3.46
7.18,-19.81,10.55,1.87,4.23
16.71,-20.01,13.18,2.01,4.70
19.14,-20.01,11.41,1.67,4.59
14.24,-16.99,7.81,1.02,4.40
10.71,-10.12,2.75,0.26,3.55
5.37,-2.63,0.59,-0.27,2.74
3.80,2.51,-3.14,-1.53,0.99
4.98,4.43,-5.53,-2.38,-0.37
4.63,3.69,-5.61,-2.74,-1.37
7.73,3.80,-5.14,-2.73,-2.73
8.55,2.24,-4.12,-2.45,-3.32
10.83,0.55,0.04,-2.26,-4.21
17.69,0.24,10.79,-1.97,-4.76
20.01,-11.22,11.49,-1.77,-4.70
20.01,-20.01,11.61,-1.09,-3.71
15.30,-20.01,10.51,0.33,-2.33
5.06,-11.81,9.06,0.48,-1.60
-1.29,-11.65,7.18,0.47,-0.82
-7.57,-9.34,2.47,0.76,-0.15
-15.02,-6.12,3.57,1.03,1.02
-12.79,-2.90,5.02,1.43,1.96
-6.43,-1.53,6.12,1.60,2.69
-1.14,-2.71,8.71,1.86,3.41
4.04,-12.94,11.65,2.64,4.70
7.30,-20.01,11.30,2.42,5.00
14.51,-20.01,8.20,1.80,5.00
19.77,-20.01,4.79,0.89,4.64
16.32,-12.63,0.55,-0.71,2.90
9.41,-0.75,-1.61,-2.29,1.86
7.45,4.39,-4.59,-3.59,-1.00
9.77,6.55,-6.51,-3.85,-3.17
11.85,7.30,-7.34,-3.79,-4.06
11.38,3.06,-2.71,-3.32,-4.78
12.79,-1.92,3.92,-2.71,-5.00
20.01,-3.73,8.39,-1.89,-5.00
20.01,-20.01,12.43,-0.88,-4.95
15.30,-20.01,11.89,-0.45,-3.61
1.41,-15.65,9.38,0.30,-1.55
-6.63,-11.57,8.51,0.58,0.22
-12.04,-9.26,3.26,1.00,0.99
-16.32,-5.96,4.12,1.64,2.74
-12.71,-4.43,6.79,1.81,3.37
-0.82,-4.82,10.63,2.00,4.17
4.39,-16.51,12.43,2.56,5.00
12.16,-20.01,11.30,2.73,5.00
15.61,-20.01,9.81,2.31,5.00
20.01,-20.01,5.77,1.21,4.92
17.97,-8.36,0.16,-0.55,2.30
9.77,2.82,-2.31,-2.34,0.73
7.34,4.67,-3.73,-4.31,-1.84
10.90,3.45,-7.96,-4.11,-4.86
10.32,6.59,-5.49,-3.90,-5.00
10.94,1.33,1.77,-3.29,-5.00
20.01,-5.37,6.47,-1.70,-5.00
20.01,-20.01,10.12,-1.10,-4.69
17.46,-20.01,11.34,-0.11,-3.33
1.37,-16.59,8.32,0.69,-1.37
-7.10,-8.75,6.67,0.79,-0.41
-15.77,-6.55,5.81,0.68,1.42
-18.32,-8.75,5.49,1.04,2.54
-14.55,-7.02,4.94,1.08,3.13
-2.55,-6.71,10.40,1.82,4.77
2.71,-12.71,13.53,2.28,5.00
7.53,-20.01,9.18,2.15,5.00
13.45,-20.01,6.90,1.45,5.00
20.01,-20.01,0.04,1.13,5.00
20.01,-8.32,-1.45,0.10,2.83
8.63,0.67,-2.90,-2.08,0.67
10.00,3.30,-5.88,-3.18,-1.59
13.22,6.04,-7.30,-3.54,-4.66
12.98,6.39,-3.61,-3.93,-5.00
14.91,-1.14,4.67,-3.76,-5.00
20.01,-11.53,10.16,-2.50,-5.00
20.01,-20.01,9.85,-0.93,-5.00
11.96,-20.01,10.12,-0.28,-4.17
0.12,-14.00,7.18,0.30,-1.75
-7.14,-9.30,4.75,0.81,0.43
-13.69,-9.73,3.14,1.17,1.21
-18.59,-7.18,5.69,1.73,2.18
-12.67,-1.92,7.41,1.50,3.14
-6.12,-2.94,11.22,1.61,4.08
1.57,-14.91,12.63,1.89,5.00
10.12,-20.01,9.61,1.66,5.00
20.01,-20.01,3.77,1.66,5.00
20.01,-20.01,3.49,1.45,4.97
17.50,-8.12,-0.43,-0.18,2.98
7.49,2.55,-3.73,-1.85,2.01
9.92,7.02,-7.45,-3.40,-1.21
11.73,8.12,-9.57,-3.74,-2.81
13.89,4.94,-7.88,-3.99,-4.51
12.36,1.06,-2.86,-3.39,-5.00
15.61,-5.33,4.12,-2.92,-5.00
20.01,-13.42,12.63,-2.37,-5.00
20.01,-20.01,12.79,-1.37,-3.86
9.26,-20.01,7.92,-0.27,-1.93
-3.73,-10.71,7.22,0.57,-0.44
-13.53,-6.79,6.24,1.09,0.57
-15.53,-6.12,7.22,1.52,1.10
-12.08,-7.41,6.98,1.60,2.17
-6.39,-3.14,8.94,2.04,3.25
0.71,-9.30,12.83,2.02,4.57
8.63,-20.01,13.34,2.36,5.00
20.01,-20.01,6.16,2.59,5.00
20.01,-20.01,7.73,2.92,5.00
20.01,-14.12,4.71,1.75,4.91
11.41,-6.55,-0.08,-0.59,3.36
7.14,6.59,-7.61,-2.10,1.52
12.63,10.75,-9.65,-4.06,-1.24
15.02,7.65,-10.40,-5.00,-3.46
13.81,2.51,-6.67,-4.41,-4.82
14.24,-3.65,0.16,-3.66,-5.00
20.01,-9.38,9.02,-2.86,-5.00
20.01,-18.99,14.04,-2.64,-5.00
20.01,-18.20,9.81,-1.30,-1.84
5.10,-16.36,7.96,-0.61,-0.41
-8.00,-10.20,6.90,0.24,0.41
-13.65,-6.67,6.04,1.40,0.81
-11.10,-4.24,7.77,1.69,1.44
-10.16,-5.14,7.34,1.68,2.38
-5.57,-1.88,9.81,2.14,3.37
4.04,-11.10,10.32,2.31,3.99
15.22,-20.01,12.36,2.56,4.99
20.01,-20.01,4.55,3.28,4.82
20.01,-20.01,8.08,3.55,4.98
15.42,-13.02,4.55,2.23,4.52
11.41,-4.63,-0.27,0.45,3.73
8.43,7.61,-7.34,-1.19,2.92
10.55,10.75,-9.26,-3.19,0.84
13.45,6.32,-12.59,-4.29,-1.54
10.75,2.63,-9.89,-3.83,-3.09
8.71,-0.78,-3.88,-2.85,-4.99
17.38,-5.37,15.73,-2.48,-5.00
20.01,-17.34,12.32,-3.00,-5.00
20.01,-7.77,11.49,-1.95,-2.91
10.59,-20.01,6.28,0.90,-1.25
-2.28,-10.40,7.45,1.24,-0.94
-10.28,-5.41,6.51,0.95,-0.28
-16.40,-9.34,5.57,1.67,0.98
-18.83,-6.00,3.88,1.68,1.73
-5.10,-7.10,7.73,1.54,3.37
8.67,-13.34,8.36,2.03,4.57
20.01,-20.01,7.65,2.55,5.00
20.01,-20.01,11.69,2.60,3.96
17.10,-16.99,11.53,2.07,4.29
10.67,-11.73,5.53,0.76,3.29
6.94,-3.49,0.04,-0.89,2.27
7.53,9.73,-7.77,-1.85,1.57
5.02,12.20,-10.71,-2.78,0.17
7.14,5.53,-10.63,-3.36,-2.20
11.53,-0.55,-5.57,-3.10,-4.13
17.34,-0.67,8.63,-2.41,-5.00
20.01,-16.71,12.79,-3.64,-5.00
20.01,-7.30,12.75,-3.58,-3.87
14.28,-20.01,5.73,-1.15,-0.67
-0.16,-18.44,6.83,-0.26,-1.02
-8.75,-5.33,8.32,-0.21,-0.30
-20.01,0.71,7.37,0.87,0.98
-19.53,0.31,9.30,1.01,1.69
-2.04,-6.08,8.87,1.03,2.43
12.94,-20.01,6.51,2.10,3.40
20.01,-20.01,-2.71,3.42,3.60
20.01,-14.47,7.30,3.99,4.88
15.49,-13.93,5.02,3.40,4.63
11.49,-6.67,-1.69,1.94,3.83
10.90,5.53,-6.28,0.75,3.55
3.69,17.81,-5.33,-0.73,1.93
0.63,11.49,-6.47,-1.58,-0.61
5.45,2.16,-5.69,-2.21,-2.78
9.10,-7.26,7.14,-2.56,-4.93
20.01,-8.67,13.42,-2.97,-5.00
20.01,-8.90,12.94,-4.65,-4.13
20.01,-20.01,6.12,-1.97,-2.57
4.63,-12.00,7.34,-0.81,-1.33
-5.65,-4.94,8.51,-0.58,-1.02
-11.41,-1.37,7.81,-0.13,-0.29
-15.61,-1.26,5.77,0.30,0.05
-8.67,-1.84,6.47,0.53,0.79
2.24,-6.94,7.61,0.88,1.37
20.01,-20.01,-1.33,1.96,1.43
20.01,-18.51,0.90,3.40,3.09
20.01,-8.04,6.43,3.55,3.42
16.08,-8.63,4.04,3.34,3.13
8.43,-6.39,3.26,2.48,3.10
4.67,-5.41,2.98,1.58,2.23
4.79,-3.53,2.86,1.13,1.59
3.37,0.20,2.94,0.63,1.45
2.16,0.51,3.26,0.20,1.28
5.73,-2.16,2.98,-0.11,0.79
8.83,-4.12,2.55,-0.09,0.22
7.92,-7.30,3.80,0.05,-0.47
6.00,-6.79,5.45,-0.35,-2.37
5.73,-4.67,8.00,-1.23,-3.38
6.79,-4.98,6.59,-1.50,-3.94
9.49,-5.65,5.49,-1.08,-4.94
10.16,-5.18,4.16,-0.55,-4.87
8.32,-3.30,3.77,-0.08,-4.81
8.08,-1.02,3.92,0.38,-4.79
9.14,-0.16,3.77,0.65,-4.42
10.04,-2.08,2.98,0.87,-4.26
11.38,-3.80,2.35,1.22,-4.11
12.12,-2.90,2.51,1.68,-3.62
11.85,-2.55,2.82,2.01,-3.11
10.16,-2.55,2.90,2.20,-2.43
9.65,-3.96,2.94,2.04,-1.95
9.14,-5.33,2.86,1.91,-1.68
